replications,5
avg_wait_min,16.487099999999998
p95_wait_min,
avg_service_min,5.25402
avg_total_min,21.50744
avg_queue_len,2.8001
utilization_pct,79.258
throughput_per_hour,9.05
wall_clock_seconds,0.005
