replications,5
avg_wait_min,0.02114
p95_wait_min,
avg_service_min,5.04474
avg_total_min,5.07656
avg_queue_len,0.00334
utilization_pct,20.04
throughput_per_hour,9.525
wall_clock_seconds,0.004
